Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,icon,description,stations
Delhi,01/1/15,21,9,14.4,21,9,14.4,10.6,80.1,0,0,0,,0,0,18.7,9.4,10.9,1017,58.9,0.7,124.4,10.7,5,,2015-01-01 7:13:56,2015-01-01 17:35:06,0.36,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,02/1/15,15.5,12,14.2,15.5,12,14.2,12.8,91.1,9.805,100,12.5,rain,0,0,23,11.2,95.6,1018,81.4,1.4,42.2,3.7,2,,2015-01-02 7:14:11,2015-01-02 17:35:48,0.4,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain in the morning and afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,03/1/15,17,13,14.8,17,13,14.8,13.5,92,0,0,0,,0,0,17.6,9.4,303.9,1017.3,92.9,0.9,64.4,5.5,3,,2015-01-03 7:14:25,2015-01-03 17:36:30,0.43,Overcast,☁️,Cloudy skies throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,04/1/15,18,10,13.8,18,8.4,13.7,10.9,84.1,0,0,0,,0,0,28.1,16.6,296.7,1019.2,46.5,0.8,131.3,11.2,5,,2015-01-04 7:14:37,2015-01-04 17:37:13,0.47,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,05/1/15,20.5,8,13.1,20.5,5.5,12.2,8.5,75.8,0,0,0,,0,0,50.4,26.6,288.5,1016.3,12.7,1.6,169.2,14.7,6,,2015-01-05 7:14:48,2015-01-05 17:37:57,0.5,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,06/1/15,17.1,9,11.7,17.1,7.2,11.1,8.6,82.7,0,0,0,,0,0,40,11.7,296.2,1015.2,33.2,0.8,138.3,11.8,6,,2015-01-06 7:14:57,2015-01-06 17:38:42,0.53,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,07/1/15,13.6,6,9.7,13.6,5.1,9.5,8.2,90.9,0,0,0,,0,0,22.7,13,291.2,1015.8,33.6,0.7,97.1,8.4,4,,2015-01-07 7:15:04,2015-01-07 17:39:27,0.57,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,08/1/15,12.9,7,9,12.9,5.6,8.5,7.9,93.4,0,0,0,,0,0,19.1,9.4,275.8,1018.2,55,0.3,162.6,13.9,6,,2015-01-08 7:15:10,2015-01-08 17:40:13,0.6,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,09/1/15,15,7,9.6,15,5.6,9.1,7.7,89.3,0,0,0,,0,0,20.9,7.6,288.9,1019.5,50.1,0.9,164.9,14.2,6,,2015-01-09 7:15:15,2015-01-09 17:41:00,0.63,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,10/1/15,17,7.8,11.1,17,6.4,10.6,8,83.3,0,0,0,,0,0,32.4,13.7,292.4,1018.4,6.1,1.3,172,14.7,7,,2015-01-10 7:15:18,2015-01-10 17:41:47,0.67,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,11/1/15,15,7,10.3,15,6.8,9.9,7.7,85.5,0,0,0,,0,0,26.3,13,304.3,1018.5,29.2,0.8,139.6,12.1,5,,2015-01-11 7:15:19,2015-01-11 17:42:35,0.7,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999"
Delhi,12/1/15,16,6.7,10.8,16,6.4,10.5,8.4,86.4,0,0,0,,0,0,13.3,9.4,112.6,1018.8,41.4,0.8,142.9,12.2,6,,2015-01-12 7:15:18,2015-01-12 17:43:23,0.73,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,13/1/15,17.5,6,10.9,17.5,5.1,10.5,8.5,86.8,0,0,0,,0,0,25.9,18.4,121.2,1016.9,28.2,0.7,139.7,12,6,,2015-01-13 7:15:16,2015-01-13 17:44:11,0.75,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,14/1/15,15,9.3,12.2,15,9.3,12.2,9.9,86.6,0.936,100,8.33,rain,0,0,35.6,18.4,115.5,1016.3,60.9,1,121.6,10.6,5,,2015-01-14 7:15:13,2015-01-14 17:45:00,0.8,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"42182099999,VIDP,42181099999"
Delhi,15/1/15,18,5,11.1,18,4.4,10.8,8.4,85.4,0,0,0,,0,0,14.8,11.2,275.9,1019,21.2,0.5,157,13.7,6,,2015-01-15 7:15:08,2015-01-15 17:45:49,0.83,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,16/1/15,19.5,8,12.2,19.5,6.8,11.9,10.2,89.1,0,0,0,,0,0,22,12.4,265.2,1018.9,36.1,0.6,167.7,14.6,7,,2015-01-16 7:15:01,2015-01-16 17:46:39,0.86,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,17/1/15,21,8,13,21,7.2,12.8,10.2,84.6,0,0,0,,0,0,22,13,288.6,1018.7,29.9,0.9,175.7,15.3,7,,2015-01-17 7:14:52,2015-01-17 17:47:28,0.89,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,18/1/15,21,6,12.6,21,6,12.5,8.8,80.4,0,0,0,,0,0,22,14.8,284.2,1018.4,9.1,0.9,180.7,15.6,7,,2015-01-18 7:14:42,2015-01-18 17:48:18,0.93,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,19/1/15,20,8.4,13,20,7.5,12.8,9.9,83.6,0,0,0,,0,0,19.4,13.7,268.3,1018.4,34.2,0.7,182.1,15.8,7,,2015-01-19 7:14:31,2015-01-19 17:49:08,0.96,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,20/1/15,17.6,10,12.8,17.6,8.2,12.5,10.3,85.8,0,0,0,,0,0,24.5,16.6,127.8,1019.5,63.9,0.8,178.7,15.4,7,,2015-01-20 7:14:17,2015-01-20 17:49:59,0,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999"
Delhi,21/1/15,17,10,12.9,17,7.5,12.5,10.2,85,0,0,0,,0,0,37.4,35.8,104.8,1020.5,64.4,1.2,96.6,8.5,4,,2015-01-21 7:14:02,2015-01-21 17:50:49,0.02,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999"
Delhi,22/1/15,13.2,11,12.4,13.2,11,12.4,11.4,94.2,5.955,100,12.5,rain,0,0,33.5,14.8,101,1020,90.9,0.9,92.8,8,5,,2015-01-22 7:13:46,2015-01-22 17:51:39,0.06,"Rain, Overcast",🌧️,Cloudy skies throughout the day with a chance of rain throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,23/1/15,19,12,14.7,19,12,14.7,12.9,90.2,0,0,0,,0,0,16.6,13,347.4,1019.6,69.1,1.5,97.5,8.4,5,,2015-01-23 7:13:28,2015-01-23 17:52:30,0.09,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,24/1/15,16,10.2,12.4,16,10.2,12.4,10.3,87.7,0,0,0,,0,0,24.8,14.8,291.9,1020.2,59.3,1,101.8,8.8,5,,2015-01-24 7:13:08,2015-01-24 17:53:20,0.13,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,25/1/15,17.2,9,12,17.2,6.7,11.3,9.8,87.8,0,0,0,,0,0,22,14.8,285.8,1020.1,52.9,0.9,135.8,11.7,5,,2015-01-25 7:12:47,2015-01-25 17:54:11,0.16,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,26/1/15,15.8,11,13.3,15.8,11,13.3,11.6,90.2,0.766,100,8.33,rain,0,0,23.4,13,328.4,1019.6,83.4,1,150.3,13,6,,2015-01-26 7:12:25,2015-01-26 17:55:01,0.2,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"42182099999,VIDP,42181099999"
Delhi,27/1/15,17.9,9,13.3,17.9,7.9,13.1,10,82.4,0,0,0,,0,0,29.2,16.6,293.4,1019.1,42.4,1,184.5,15.9,7,,2015-01-27 7:12:00,2015-01-27 17:55:51,0.25,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,28/1/15,17,8,10.9,17,5.3,10,8.1,85,0,0,0,,0,0,30.6,18.4,281.8,1017.9,36.5,1.4,191.9,16.5,7,,2015-01-28 7:11:35,2015-01-28 17:56:41,0.27,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,29/1/15,18,5,11,18,3.9,10.7,6.1,76.9,0,0,0,,0,0,31.7,18.4,284.3,1018.7,5.7,1.8,194.8,16.7,7,,2015-01-29 7:11:08,2015-01-29 17:57:31,0.3,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,30/1/15,19,6,11.9,19,4.4,11.3,6.4,73.3,0,0,0,,0,0,37.1,23.1,288.2,1020.4,0,2.3,198,17,7,,2015-01-30 7:10:39,2015-01-30 17:58:21,0.34,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,31/1/15,20.5,7,12.9,20.5,4.8,12.3,6.9,71.2,0,0,0,,0,0,33.5,20.9,280,1017.7,12.8,2.3,188.4,16.2,7,,2015-01-31 7:10:09,2015-01-31 17:59:11,0.37,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,01/2/15,22.9,8.3,14.5,22.9,8.3,14.4,9.1,74.6,0,0,0,,0,0,22.7,13,122.6,1017.5,43.7,1.5,150.9,12.9,7,,2015-02-01 7:09:37,2015-02-01 18:00:00,0.41,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,02/2/15,23,11.9,17,23,11.9,17,11.7,73.4,0,0,0,,0,0,39.2,22.3,111.3,1017.2,59.3,1.5,164.6,14.2,7,,2015-02-02 7:09:04,2015-02-02 18:00:49,0.44,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999"
Delhi,03/2/15,22,14,17,22,14,17,12.5,76.1,8.3,100,12.5,rain,0,0,42.8,20.5,178.7,1019.8,46.3,1.7,120.9,10.3,5,,2015-02-03 7:08:30,2015-02-03 18:01:38,0.48,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"42182099999,VIDP,42181099999"
Delhi,04/2/15,20,10,14.2,20,8.7,14.1,11.8,87,0,0,0,,0,0,26.3,18.4,288.7,1022.3,49.6,1.1,172.3,14.7,7,,2015-02-04 7:07:54,2015-02-04 18:02:27,0.5,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,05/2/15,22,9,14.3,22,7.2,14,8.4,73.2,0,0,0,,0,0,26.3,18.4,290.2,1019.2,26.4,1.6,207.1,17.9,8,,2015-02-05 7:07:17,2015-02-05 18:03:15,0.54,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,06/2/15,24,8,15,24,8,15,7.8,68.1,0,0,0,,0,0,14.8,11.2,304.7,1018.7,9.4,2.1,206.1,17.7,8,,2015-02-06 7:06:39,2015-02-06 18:04:03,0.58,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,07/2/15,24.6,8.7,16.5,24.6,8.7,16.5,9.2,66.8,0,0,0,,0,0,13.7,11.2,59.5,1017.1,0.7,1.9,204.4,17.8,7,,2015-02-07 7:05:59,2015-02-07 18:04:51,0.61,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,08/2/15,23.8,10.7,16.6,23.8,10.7,16.6,9,64.9,0,0,0,,0,0,27.7,13,301.2,1017.1,21.4,2,179.3,15.5,7,,2015-02-08 7:05:18,2015-02-08 18:05:38,0.64,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,09/2/15,25,11,17.1,25,11,17.1,9.7,65.1,0,0,0,,0,0,28.4,20.2,312.5,1019.6,0,2.4,208.1,18,8,,2015-02-09 7:04:36,2015-02-09 18:06:25,0.68,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,10/2/15,23.1,10,15.8,23.1,9.1,15.7,9.2,70.4,0,0,0,,0,0,28.8,14.8,294.9,1019.9,3.6,2.2,215.2,18.7,8,,2015-02-10 7:03:53,2015-02-10 18:07:12,0.71,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,11/2/15,23,9.8,16,23,9.8,16,10.1,71,0,0,0,,0,0,22.7,13,300,1017.2,2.9,1.6,208.2,17.9,8,,2015-02-11 7:03:08,2015-02-11 18:07:58,0.74,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,12/2/15,23,9,15.7,23,9,15.7,10.5,74.8,0,0,0,,0,0,28.1,22.3,289,1016.1,3.7,1.4,215.2,18.7,8,,2015-02-12 7:02:22,2015-02-12 18:08:44,0.75,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,13/2/15,25,10,16.9,25,10,16.9,8.9,64.7,0,0,0,,0,0,34.9,22.3,271.3,1013.1,0,2.1,215.3,18.7,8,,2015-02-13 7:01:35,2015-02-13 18:09:30,0.81,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,14/2/15,27.6,12,19.7,27.2,12,19.6,11,61.4,0,0,0,,0,0,16.6,18.4,293.5,1010,0.1,2.8,212.3,18.2,8,,2015-02-14 7:00:47,2015-02-14 18:10:15,0.84,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,15/2/15,27,12,18.9,26.4,12,18.9,12,67.5,0,0,0,,0,0,16.6,13,283.3,1012.5,10,1.3,216.7,18.8,8,,2015-02-15 6:59:58,2015-02-15 18:11:00,0.88,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999"
Delhi,16/2/15,25.9,15.2,20.1,25.9,15.2,20.1,14,69.8,0,0,0,,0,0,42.5,21.6,109.7,1013.7,29.9,1.7,205.1,17.7,8,,2015-02-16 6:59:07,2015-02-16 18:11:44,0.91,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,17/2/15,27,16.4,20.8,27.1,16.4,20.8,15.4,73.3,1,100,4.17,rain,0,0,33.1,18.4,110.5,1012.3,38.8,1.5,200.7,17.3,7,,2015-02-17 6:58:16,2015-02-17 18:12:28,0.94,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"42182099999,VIDP,42181099999,remote"
Delhi,18/2/15,29,15,21.3,28.9,15,21.2,15.5,72.5,0,0,0,,0,0,43.6,13,135,1011.8,9.1,1.5,193.8,16.6,8,,2015-02-18 6:57:24,2015-02-18 18:13:11,0.98,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,19/2/15,29,17.1,22.8,29.9,17.1,22.9,17,72.4,2,100,4.17,rain,0,0,41,18.4,117.6,1012.3,28.6,1.7,196.1,17,8,,2015-02-19 6:56:30,2015-02-19 18:13:54,0,"Rain, Partially cloudy",🌧️,Clearing in the afternoon with late afternoon rain.,"42182099999,VIDP,42181099999,remote"
Delhi,20/2/15,29,18.6,23.2,29.1,18.6,23.3,16.9,69.8,0.4,100,4.17,rain,0,0,46.8,20.5,98.7,1013.5,41.6,2,210.4,18.1,7,,2015-02-20 6:55:36,2015-02-20 18:14:37,0.04,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"42182099999,VIDP,42181099999,remote"
Delhi,21/2/15,27.5,16.8,21.6,27.8,16.8,21.6,13.6,63.5,0,0,0,,0,0,35.3,22.3,298.9,1014.6,1.3,2.3,220.6,19.1,8,,2015-02-21 6:54:41,2015-02-21 18:15:19,0.08,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,22/2/15,29,15,21.6,28,15,21.5,13.6,63.1,0,0,0,,0,0,42.1,25.4,286.9,1013.7,15.8,2.6,227,19.7,8,,2015-02-22 6:53:45,2015-02-22 18:16:01,0.11,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,23/2/15,29,15.5,21.8,29.2,15.5,21.9,16.2,73.1,0,0,0,,0,0,17.6,9.4,306.1,1014.8,37.2,1.4,216,18.7,8,,2015-02-23 6:52:48,2015-02-23 18:16:43,0.14,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,24/2/15,28.4,16,21.8,29.8,16,22.1,17.5,78.6,0,0,0,,0,0,22,14.8,127.2,1011.4,62.6,1.2,157.3,13.7,6,,2015-02-24 6:51:50,2015-02-24 18:17:24,0.18,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,25/2/15,28,20,23.5,28.7,20,23.7,17,68,0,0,0,,0,0,37.8,14.8,106.9,1009,75,1.8,167,14.3,7,,2015-02-25 6:50:51,2015-02-25 18:18:05,0.25,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,26/2/15,27,14,20.1,26.5,14,20.1,6.5,45.2,0,0,0,,0,0,20.2,18.4,305,1009.9,12.7,2.6,216.7,18.9,8,,2015-02-26 6:49:51,2015-02-26 18:18:45,0.25,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,27/2/15,27,13,19.3,26,13,19.2,6.2,46.5,0,0,0,,0,0,23.8,14.8,346.1,1012.7,8,2.8,218.8,18.9,8,,2015-02-27 6:48:51,2015-02-27 18:19:25,0.28,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,28/2/15,28.6,13.9,20.7,27.3,13.9,20.5,7.3,45.1,0,0,0,,0,0,26.3,16.6,43.6,1013.7,39.4,2.9,231.8,20,8,,2015-02-28 6:47:50,2015-02-28 18:20:04,0.31,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,01/3/15,21,15,17.7,21,15,17.7,14.8,85.2,30.312,100,20.83,rain,0,0,49,22.5,119.5,1010.7,92.3,2.3,50.1,4.2,2,,2015-03-01 6:46:49,2015-03-01 18:20:43,0.35,"Rain, Overcast",🌧️,Cloudy skies throughout the day with rain.,"42182099999,VIDP,42181099999"
Delhi,02/3/15,22,15,17.3,22,15,17.3,15.4,89.7,33.176,100,20.83,rain,0,0,52.6,29.9,128,1012,88,2.4,53.3,4.6,2,,2015-03-02 6:45:46,2015-03-02 18:21:22,0.38,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"42182099999,VIDP,42181099999,remote"
Delhi,03/3/15,21,13,16.4,21,13,16.4,12.7,79.8,0.1,100,4.17,rain,0,0,23.4,16.6,311.9,1014,49.7,2.3,163.7,14.2,6,,2015-03-03 6:44:43,2015-03-03 18:22:01,0.42,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with afternoon rain.,"42182099999,VIDP,42181099999,remote"
Delhi,04/3/15,23,11,16.6,23,11,16.6,10.9,72.7,0,0,0,,0,0,33.8,20.5,294.8,1013.9,15.6,2.1,242,21,8,,2015-03-04 6:43:40,2015-03-04 18:22:39,0.45,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,05/3/15,25.8,11.4,18.3,25.8,11.4,18.3,10.7,66.2,0,0,0,,0,0,17.6,13.7,250.1,1015.4,0,2.1,247.9,21.5,9,,2015-03-05 6:42:36,2015-03-05 18:23:17,0.5,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,06/3/15,27,14,20.4,26.7,14,20.3,11.9,62.4,0,0,0,,0,0,28.8,17.8,328.9,1016.5,21.4,3.4,230.5,19.9,8,,2015-03-06 6:41:31,2015-03-06 18:23:54,0.52,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,VIDP,42181099999,remote"
Delhi,07/3/15,26.2,14,19.2,26.2,14,19.2,13.9,74.1,6.805,100,4.17,rain,0,0,31.3,20.5,109.5,1014.2,35.2,2.8,232.8,20,8,,2015-03-07 6:40:26,2015-03-07 18:24:31,0.55,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"42182099999,VIDP,42181099999,remote"
Delhi,08/3/15,24.5,15,19,24.5,15,19,14,74.7,0.34,100,4.17,rain,0,0,38.9,20.5,103.7,1015,69.8,2.9,221.8,19.1,8,,2015-03-08 6:39:20,2015-03-08 18:25:08,0.59,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"42182099999,VIDP,42181099999,remote"
Delhi,09/3/15,23.2,14,18,23.2,14,18,8.8,58.9,3.2,100,4.17,rain,0,0,46.4,19.4,317.5,1020.5,35.2,3.2,259.9,22.4,9,,2015-03-09 6:38:14,2015-03-09 18:25:45,0.62,"Rain, Partially cloudy",🌧️,Clearing in the afternoon with early morning rain.,"42182099999,VIDP,42181099999,remote"
Delhi,10/3/15,24,9,16.7,24,7,16.5,9.7,65.7,0,0,0,,0,0,29.9,18.4,288.5,1020,4.1,2.1,263,22.6,9,,2015-03-10 6:37:07,2015-03-10 18:26:21,0.65,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,11/3/15,25.4,12,18.5,25.4,12,18.5,11.1,65.3,0,0,0,,0,0,24.8,14.8,289.1,1017.9,34.8,1.8,258.5,22.3,9,,2015-03-11 6:36:00,2015-03-11 18:26:57,0.69,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,12/3/15,27.7,13,19.6,27.2,13,19.6,11.9,64.9,0,0,0,,0,0,23.4,16.6,301.3,1017.5,39.7,2.4,255.6,22.1,9,,2015-03-12 6:34:53,2015-03-12 18:27:33,0.72,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,13/3/15,28.1,15,21.1,27.8,15,21.1,13.1,63.7,0,0,0,,0,0,29.9,11.2,227.8,1014.9,61.8,1.7,194.5,16.5,8,,2015-03-13 6:33:45,2015-03-13 18:28:08,0.75,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,14/3/15,27,16,21,27,16,21,15,70.8,0,0,0,,0,0,24.1,20.5,185.1,1015.6,74.2,3.2,186.3,16,7,,2015-03-14 6:32:37,2015-03-14 18:28:44,0.79,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,15/3/15,20,15.7,17.9,20,15.7,17.9,14.4,80.3,3.602,100,12.5,rain,0,0,43.9,18.4,145.1,1015.1,77.3,3,149.2,13,5,,2015-03-15 6:31:28,2015-03-15 18:29:19,0.82,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"42182099999,VIDP,42181099999,remote"
Delhi,16/3/15,25,15,19.5,25,15,19.5,14.6,74.8,0.1,100,4.17,rain,0,0,37.4,18.4,137.7,1017,68.3,2.9,138.3,11.9,6,,2015-03-16 6:30:20,2015-03-16 18:29:54,0.86,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"42182099999,VIDP,42181099999"
Delhi,17/3/15,26.5,15,20.5,26.5,15,20.5,14.6,71.4,0.1,100,4.17,rain,0,0,35.6,20.9,298.9,1016.7,27.1,3,253.8,21.8,9,,2015-03-17 6:29:11,2015-03-17 18:30:28,0.89,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"42182099999,VIDP,42181099999,remote"
Delhi,18/3/15,25.2,14,19.9,25.2,14,19.9,13.2,66.8,0,0,0,,0,0,37.1,24,297.1,1013.7,21.5,2.8,264.5,23.1,9,,2015-03-18 6:28:02,2015-03-18 18:31:03,0.93,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,19/3/15,29,15,21.4,27.9,15,21.2,12.5,60.7,0,0,0,,0,0,23.8,20.5,298.5,1014.9,6,2.8,272.7,23.7,9,,2015-03-19 6:26:53,2015-03-19 18:31:37,0.96,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,20/3/15,30.1,15,22.1,29.2,15,21.9,13.2,61.6,0,0,0,,0,0,26.6,21.2,289.6,1015.2,20.7,2.8,272.2,23.4,9,,2015-03-20 6:25:43,2015-03-20 18:32:11,0,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,21/3/15,31,17,24.1,31.4,17,24,15.2,61,0,0,0,,0,0,23,16.6,310,1015.5,1.8,2.7,268.8,23.2,9,,2015-03-21 6:24:34,2015-03-21 18:32:45,0.03,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,22/3/15,32,18,24.8,31.7,18,24.7,16.1,62,0,0,0,,0,0,34.9,21.4,295.6,1013.1,4.6,3.1,270.9,23.2,9,,2015-03-22 6:23:24,2015-03-22 18:33:19,0.06,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,23/3/15,34,18,25.2,32.5,18,25.1,15.9,60.3,0,0,0,,0,0,32.8,20.5,292.3,1010.8,7,3.2,274.7,23.8,9,,2015-03-23 6:22:14,2015-03-23 18:33:53,0.1,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,24/3/15,34.5,18,25.9,34,18,25.7,15.4,58.7,0,0,0,,0,0,20.5,11.2,313.6,1010.8,1.1,3,277.7,24.1,9,,2015-03-24 6:21:05,2015-03-24 18:34:27,0.13,Clear,☀️,Clear conditions throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,25/3/15,34.6,19.4,27.5,35.1,19.4,27.7,16.6,55.5,0,0,0,,0,0,20.2,13,315.1,1012.4,32.2,2.6,269.5,23.2,9,,2015-03-25 6:19:55,2015-03-25 18:35:00,0.16,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
Delhi,26/3/15,36,20,28.7,36.9,20,28.7,17.4,56.1,0,0,0,,0,0,40.7,55.4,288.7,1013.5,30.3,2.3,265,22.9,9,,2015-03-26 6:18:45,2015-03-26 18:35:34,0.19,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999"
Delhi,27/3/15,35,23,28.7,35.4,23,28.4,14.6,44.4,0,0,0,,0,0,37.1,22,302,1013.1,29.2,3.5,270.4,23.3,9,,2015-03-27 6:17:35,2015-03-27 18:36:07,0.25,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,VIDP,42181099999,remote"
